class,filepath
puma,./Train/puma/579.jpg
reebok,./Train/reebok/603.jpg
puma,./Train/puma/138.jpg
puma,./Train/puma/577.jpg
reebok,./Train/reebok/622.jpg
converse,./Train/converse/175.jpg
vans,./Train/vans/231.jpg
converse,./Train/converse/50.jpg
crocs,./Train/crocs/37.jpg
vans,./Train/vans/187.jpg
lecoq,./Train/lecoq/0.jpg
puma,./Train/puma/179.jpg
crocs,./Train/crocs/242.jpg
converse,./Train/converse/221.jpg
puma,./Train/puma/522.jpg
reebok,./Train/reebok/49.jpg
crocs,./Train/crocs/21.jpg
drmartens,./Train/drmartens/379.jpeg
adidas,./Train/adidas/425.jpg
newbalance,./Train/newbalance/218.jpg
barefoot,./Train/barefoot/222.jpg
reebok,./Train/reebok/535.jpg
converse,./Train/converse/440.jpg
vans,./Train/vans/vans_27.jpg
vans,./Train/vans/43.jpg
reebok,./Train/reebok/117.jpg
nike,./Train/nike/675.jpg
crocs,./Train/crocs/223.jpeg
lecoq,./Train/lecoq/97.jpg
puma,./Train/puma/21 (2).jpg
nike,./Train/nike/333.jpg
sbenu,./Train/sbenu/514.jpg
converse,./Train/converse/172.jpg
sbenu,./Train/sbenu/495.jpg
drmartens,./Train/drmartens/214.jpg
barefoot,./Train/barefoot/732.jpg
reebok,./Train/reebok/2 (108).jpg
sbenu,./Train/sbenu/93.jpg
zeepseen,./Train/zeepseen/114343f0e3.jpg
newbalance,./Train/newbalance/71 (2).jpg
converse,./Train/converse/212.jpg
barefoot,./Train/barefoot/13.jpg
barefoot,./Train/barefoot/71.jpg
zeepseen,./Train/zeepseen/¼±Á¤-¹®È­»óÇ°-¹Ú¹°°ü 020.jpg
lecoq,./Train/lecoq/225.jpg
crocs,./Train/crocs/203.jpeg
drmartens,./Train/drmartens/143.jpg
converse,./Train/converse/290.jpg
drmartens,./Train/drmartens/175.jpg
reebok,./Train/reebok/527.jpg
adidas,./Train/adidas/219.jpg
reebok,./Train/reebok/100.jpg
nike,./Train/nike/482.jpg
sbenu,./Train/sbenu/581.jpg
vans,./Train/vans/274.jpg
converse,./Train/converse/286.jpg
reebok,./Train/reebok/79.jpg
adidas,./Train/adidas/178.jpg
vans,./Train/vans/366.jpg
reebok,./Train/reebok/270.jpg
zeepseen,./Train/zeepseen/17.jpg
newbalance,./Train/newbalance/238.jpg
adidas,./Train/adidas/158.jpg
lecoq,./Train/lecoq/162.jpg
adidas,./Train/adidas/1 (162).jpg
drmartens,./Train/drmartens/30.jpg
sbenu,./Train/sbenu/219.jpg
zeepseen,./Train/zeepseen/400_126988089099953.jpg
lecoq,./Train/lecoq/44.jpg
reebok,./Train/reebok/197.jpg
nike,./Train/nike/594.jpg
drmartens,./Train/drmartens/40 (2).jpg
drmartens,./Train/drmartens/197.jpg
lecoq,./Train/lecoq/205.jpg
nike,./Train/nike/327.jpg
puma,./Train/puma/89.jpg
adidas,./Train/adidas/196.jpg
nike,./Train/nike/718.jpg
sbenu,./Train/sbenu/698.jpg
crocs,./Train/crocs/31.jpg
adidas,./Train/adidas/122.jpg
puma,./Train/puma/254.jpg
nike,./Train/nike/703.jpg
reebok,./Train/reebok/529.jpg
drmartens,./Train/drmartens/416.jpg
puma,./Train/puma/642.jpg
reebok,./Train/reebok/151.jpg
zeepseen,./Train/zeepseen/29.jpg
reebok,./Train/reebok/2 (26).jpg
drmartens,./Train/drmartens/72.jpg
vans,./Train/vans/23.jpg
vans,./Train/vans/107.jpg
reebok,./Train/reebok/447.jpg
reebok,./Train/reebok/558.jpg
reebok,./Train/reebok/2 (54).jpg
sbenu,./Train/sbenu/482.jpg
lecoq,./Train/lecoq/262.jpg
newbalance,./Train/newbalance/147.jpg
reebok,./Train/reebok/456.jpg
newbalance,./Train/newbalance/341.jpg
puma,./Train/puma/315.jpg
reebok,./Train/reebok/398.jpg
adidas,./Train/adidas/1 (149).jpg
adidas,./Train/adidas/166.jpg
converse,./Train/converse/109.jpg
adidas,./Train/adidas/68.jpg
barefoot,./Train/barefoot/21.jpg
vans,./Train/vans/13.jpg
zeepseen,./Train/zeepseen/1186375591_Áý½Å103346.jpg
puma,./Train/puma/110.jpg
adidas,./Train/adidas/1 (128).jpg
drmartens,./Train/drmartens/313.jpg
vans,./Train/vans/449.jpg
converse,./Train/converse/268.jpg
adidas,./Train/adidas/47.jpg
lecoq,./Train/lecoq/31.jpg
vans,./Train/vans/216.jpg
newbalance,./Train/newbalance/205.jpg
lecoq,./Train/lecoq/114.jpg
puma,./Train/puma/380.jpg
newbalance,./Train/newbalance/50 (2).jpg
nike,./Train/nike/361.jpg
reebok,./Train/reebok/225.jpg
drmartens,./Train/drmartens/509.jpg
adidas,./Train/adidas/1 (172).jpg
puma,./Train/puma/100.jpg
sbenu,./Train/sbenu/13 (2).jpg
converse,./Train/converse/464.jpg
adidas,./Train/adidas/1 (75).jpg
drmartens,./Train/drmartens/361.jpg
converse,./Train/converse/223.jpg
sbenu,./Train/sbenu/97.jpg
adidas,./Train/adidas/1 (114).jpg
drmartens,./Train/drmartens/127.jpg
barefoot,./Train/barefoot/356.jpg
drmartens,./Train/drmartens/389.jpg
nike,./Train/nike/324.jpg
adidas,./Train/adidas/38.jpg
nike,./Train/nike/214.jpg
adidas,./Train/adidas/67.jpg
adidas,./Train/adidas/1 (95).jpg
drmartens,./Train/drmartens/468.jpg
reebok,./Train/reebok/541.jpg
reebok,./Train/reebok/408.jpg
newbalance,./Train/newbalance/72 (2).jpg
newbalance,./Train/newbalance/332.jpg
nike,./Train/nike/162.jpg
converse,./Train/converse/363.jpg
reebok,./Train/reebok/238.jpg
vans,./Train/vans/84.jpg
lecoq,./Train/lecoq/221.jpg
puma,./Train/puma/387.jpg
newbalance,./Train/newbalance/127.jpg
nike,./Train/nike/195.jpg
nike,./Train/nike/126.jpg
drmartens,./Train/drmartens/191.jpg
crocs,./Train/crocs/7.jpg
nike,./Train/nike/217.jpg
drmartens,./Train/drmartens/131.jpg
drmartens,./Train/drmartens/338.jpeg
adidas,./Train/adidas/517.jpg
zeepseen,./Train/zeepseen/1278558804_m_0.jpg
puma,./Train/puma/0.jpg
puma,./Train/puma/11 (2).jpg
crocs,./Train/crocs/121.jpg
crocs,./Train/crocs/19.jpg
nike,./Train/nike/219.jpg
reebok,./Train/reebok/126.jpg
nike,./Train/nike/479.jpg
descente,./Train/descente/63.jpg
drmartens,./Train/drmartens/396.jpg
puma,./Train/puma/187.jpg
lecoq,./Train/lecoq/257.jpeg
converse,./Train/converse/475.jpg
vans,./Train/vans/33.jpg
crocs,./Train/crocs/76.jpg
nike,./Train/nike/730.jpg
vans,./Train/vans/vans_4.jpg
lecoq,./Train/lecoq/152.jpg
reebok,./Train/reebok/619.jpg
nike,./Train/nike/313.jpg
adidas,./Train/adidas/295.jpg
adidas,./Train/adidas/13.jpg
sbenu,./Train/sbenu/31.jpg
nike,./Train/nike/44.jpg
barefoot,./Train/barefoot/99.jpg
drmartens,./Train/drmartens/22.jpg
converse,./Train/converse/333.jpg
puma,./Train/puma/525.jpg
newbalance,./Train/newbalance/249.jpg
nike,./Train/nike/190.jpg
puma,./Train/puma/634.jpg
converse,./Train/converse/88.jpg
puma,./Train/puma/432.jpg
lecoq,./Train/lecoq/281.jpg
adidas,./Train/adidas/1 (41).jpg
newbalance,./Train/newbalance/40 (2).jpg
adidas,./Train/adidas/42.jpg
zeepseen,./Train/zeepseen/¹®È­»óÇ°6 037.jpg
barefoot,./Train/barefoot/22.jpg
adidas,./Train/adidas/147.jpg
nike,./Train/nike/271.jpg
reebok,./Train/reebok/617.jpg
reebok,./Train/reebok/458.jpg
crocs,./Train/crocs/157.jpg
lecoq,./Train/lecoq/51.jpg
reebok,./Train/reebok/119.jpg
vans,./Train/vans/382.jpg
reebok,./Train/reebok/60.jpg
vans,./Train/vans/142.jpg
crocs,./Train/crocs/3.jpg
newbalance,./Train/newbalance/265.jpg
adidas,./Train/adidas/329.jpg
drmartens,./Train/drmartens/534.jpg
puma,./Train/puma/535.jpg
drmartens,./Train/drmartens/291.jpg
reebok,./Train/reebok/2 (46).jpg
descente,./Train/descente/295.jpg
converse,./Train/converse/373.jpg
nike,./Train/nike/290.jpg
barefoot,./Train/barefoot/43.jpg
converse,./Train/converse/321.jpg
puma,./Train/puma/20.jpg
converse,./Train/converse/508.jpg
crocs,./Train/crocs/270.jpg
reebok,./Train/reebok/2 (107).jpg
newbalance,./Train/newbalance/99 (2).jpg
drmartens,./Train/drmartens/327.jpeg
drmartens,./Train/drmartens/302.jpeg
crocs,./Train/crocs/45.jpg
sbenu,./Train/sbenu/315.jpg
sbenu,./Train/sbenu/281.jpg
zeepseen,./Train/zeepseen/hbs1000_13873.jpg
adidas,./Train/adidas/1 (59).jpg
lecoq,./Train/lecoq/95.jpg
adidas,./Train/adidas/108.jpg
drmartens,./Train/drmartens/265.jpg
nike,./Train/nike/431.jpg
crocs,./Train/crocs/238.jpg
adidas,./Train/adidas/520.jpg
reebok,./Train/reebok/194.jpg
puma,./Train/puma/98.jpg
puma,./Train/puma/414.jpg
newbalance,./Train/newbalance/60.jpg
lecoq,./Train/lecoq/248.jpg
reebok,./Train/reebok/501.jpg
vans,./Train/vans/119.jpeg
adidas,./Train/adidas/267.jpg
newbalance,./Train/newbalance/292.jpg
sbenu,./Train/sbenu/652.jpg
reebok,./Train/reebok/387.jpg
sbenu,./Train/sbenu/248.jpg
puma,./Train/puma/607.jpg
puma,./Train/puma/41.jpg
reebok,./Train/reebok/396.jpg
puma,./Train/puma/97.jpg
drmartens,./Train/drmartens/207.jpg
nike,./Train/nike/410.jpg
nike,./Train/nike/71.jpg
reebok,./Train/reebok/611.jpg
lecoq,./Train/lecoq/237.jpg
puma,./Train/puma/487.jpg
nike,./Train/nike/497.jpg
nike,./Train/nike/543.jpg
nike,./Train/nike/6.jpg
nike,./Train/nike/367.jpg
vans,./Train/vans/145.jpg
newbalance,./Train/newbalance/188.jpg
nike,./Train/nike/nike_30.jpg
reebok,./Train/reebok/425.jpg
adidas,./Train/adidas/270.jpg
vans,./Train/vans/169.jpg
crocs,./Train/crocs/231.jpg
reebok,./Train/reebok/261.jpg
reebok,./Train/reebok/2.jpg
newbalance,./Train/newbalance/306.jpg
newbalance,./Train/newbalance/213.jpg
crocs,./Train/crocs/7.jpeg
crocs,./Train/crocs/115.jpg
reebok,./Train/reebok/2 (100).jpg
vans,./Train/vans/261.jpg
vans,./Train/vans/98.jpg
reebok,./Train/reebok/2 (148).jpg
reebok,./Train/reebok/109.jpg
zeepseen,./Train/zeepseen/Â¤½Å 20C ÀÌ´ë 3.jpg
converse,./Train/converse/332.jpg
puma,./Train/puma/141.jpg
nike,./Train/nike/581.jpg
drmartens,./Train/drmartens/436.jpg
puma,./Train/puma/233.jpg
reebok,./Train/reebok/2 (6).jpg
descente,./Train/descente/1 (2).jpg
zeepseen,./Train/zeepseen/26.jpg
drmartens,./Train/drmartens/341.jpg
newbalance,./Train/newbalance/94.jpg
nike,./Train/nike/3.jpg
adidas,./Train/adidas/24.jpg
reebok,./Train/reebok/78.jpg
drmartens,./Train/drmartens/572.jpg
reebok,./Train/reebok/366.jpg
puma,./Train/puma/299.jpg
reebok,./Train/reebok/466.jpg
crocs,./Train/crocs/92.jpg
nike,./Train/nike/469.jpg
lecoq,./Train/lecoq/144.jpg
nike,./Train/nike/430.jpg
vans,./Train/vans/60.jpg
barefoot,./Train/barefoot/66 (2).jpg
puma,./Train/puma/224.jpg
reebok,./Train/reebok/334.jpg
converse,./Train/converse/177.jpg
adidas,./Train/adidas/1 (68).jpg
nike,./Train/nike/698.jpg
converse,./Train/converse/3.jpg
nike,./Train/nike/619 (2).jpg
adidas,./Train/adidas/221.jpg
newbalance,./Train/newbalance/303.jpg
adidas,./Train/adidas/514.jpg
crocs,./Train/crocs/72.jpg
reebok,./Train/reebok/309.jpg
adidas,./Train/adidas/432.jpg
converse,./Train/converse/425.jpg
vans,./Train/vans/233.jpg
crocs,./Train/crocs/112.jpg
lecoq,./Train/lecoq/113.jpg
zeepseen,./Train/zeepseen/Â¤½Å (2).jpg
sbenu,./Train/sbenu/793.jpg
drmartens,./Train/drmartens/243.jpg
barefoot,./Train/barefoot/411.jpg
converse,./Train/converse/340.jpg
converse,./Train/converse/190.jpg
adidas,./Train/adidas/552.jpg
zeepseen,./Train/zeepseen/¾î¸°ÀÌ¿ëÂ¤½Å1-1.jpg
adidas,./Train/adidas/1 (7).jpg
reebok,./Train/reebok/299.jpg
converse,./Train/converse/292.jpg
vans,./Train/vans/vans_29.jpg
reebok,./Train/reebok/146.jpg
adidas,./Train/adidas/1 (126).jpg
vans,./Train/vans/298.jpg
reebok,./Train/reebok/2 (73).jpg
drmartens,./Train/drmartens/387.jpg
adidas,./Train/adidas/421.jpg
drmartens,./Train/drmartens/25.jpg
converse,./Train/converse/523.jpg
puma,./Train/puma/305.jpg
nike,./Train/nike/586.jpg
zeepseen,./Train/zeepseen/naeccu_7339.jpg
reebok,./Train/reebok/651.jpg
converse,./Train/converse/455.jpg
descente,./Train/descente/´Ù¿î·Îµå.jpg
descente,./Train/descente/304.jpg
nike,./Train/nike/170.jpg
barefoot,./Train/barefoot/845.jpg
reebok,./Train/reebok/2 (47).jpg
adidas,./Train/adidas/444.jpg
vans,./Train/vans/412.jpg
nike,./Train/nike/nike_50.jpg
nike,./Train/nike/710.jpg
converse,./Train/converse/83.jpg
reebok,./Train/reebok/357.jpg
converse,./Train/converse/319.jpg
converse,./Train/converse/f0087784_4b06845a1978d.jpg
crocs,./Train/crocs/219.jpg
nike,./Train/nike/375.jpg
reebok,./Train/reebok/524.jpg
converse,./Train/converse/520.jpg
nike,./Train/nike/273.jpg
barefoot,./Train/barefoot/177.jpg
nike,./Train/nike/572.jpg
nike,./Train/nike/169.jpg
vans,./Train/vans/371.jpg
nike,./Train/nike/152.jpg
crocs,./Train/crocs/249.jpg
adidas,./Train/adidas/210.jpg
reebok,./Train/reebok/431.jpg
sbenu,./Train/sbenu/72.jpg
adidas,./Train/adidas/1 (158).jpg
reebok,./Train/reebok/138.jpg
vans,./Train/vans/44.jpg
zeepseen,./Train/zeepseen/Â¤½Å.jpg
converse,./Train/converse/309.jpg
newbalance,./Train/newbalance/313.jpg
newbalance,./Train/newbalance/169.jpg
converse,./Train/converse/368.jpg
zeepseen,./Train/zeepseen/25 (2).jpg
drmartens,./Train/drmartens/121.jpg
reebok,./Train/reebok/348.jpg
barefoot,./Train/barefoot/202.jpg
adidas,./Train/adidas/1 (65).jpg
nike,./Train/nike/47.jpg
sbenu,./Train/sbenu/258.jpg
converse,./Train/converse/544.jpg
puma,./Train/puma/301.jpg
vans,./Train/vans/196.jpg
nike,./Train/nike/653.jpg
sbenu,./Train/sbenu/626.jpg
nike,./Train/nike/201.jpg
adidas,./Train/adidas/545.jpg
adidas,./Train/adidas/376.jpg
puma,./Train/puma/9.jpg
sbenu,./Train/sbenu/447.jpg
nike,./Train/nike/666.jpg
nike,./Train/nike/701.jpg
converse,./Train/converse/476.jpg
barefoot,./Train/barefoot/48.jpg
nike,./Train/nike/64.jpg
nike,./Train/nike/508.jpg
vans,./Train/vans/47.jpg
barefoot,./Train/barefoot/45.jpg
adidas,./Train/adidas/1 (117).jpg
puma,./Train/puma/38 (2).jpg
lecoq,./Train/lecoq/45.jpg
reebok,./Train/reebok/450.jpg
puma,./Train/puma/7.jpg
adidas,./Train/adidas/469.jpg
crocs,./Train/crocs/273.jpg
puma,./Train/puma/638.jpg
drmartens,./Train/drmartens/205.jpg
nike,./Train/nike/332.jpg
adidas,./Train/adidas/114.jpeg
descente,./Train/descente/27.jpg
puma,./Train/puma/339.jpg
sbenu,./Train/sbenu/30.jpg
puma,./Train/puma/216.jpg
converse,./Train/converse/186.jpg
nike,./Train/nike/275.jpg
vans,./Train/vans/370.jpg
sbenu,./Train/sbenu/578.jpg
adidas,./Train/adidas/1 (35).jpg
nike,./Train/nike/103.jpg
adidas,./Train/adidas/1 (83).jpg
crocs,./Train/crocs/2.jpg
reebok,./Train/reebok/2 (135).jpg
reebok,./Train/reebok/58.jpg
reebok,./Train/reebok/305.jpg
newbalance,./Train/newbalance/17 (2).jpg
drmartens,./Train/drmartens/442.jpeg
crocs,./Train/crocs/119.jpg
converse,./Train/converse/133.jpg
nike,./Train/nike/212.jpg
drmartens,./Train/drmartens/219.jpg
drmartens,./Train/drmartens/115.jpg
converse,./Train/converse/413.jpg
descente,./Train/descente/24.jpg
converse,./Train/converse/6.jpg
drmartens,./Train/drmartens/245.jpg
converse,./Train/converse/245.jpg
vans,./Train/vans/40.jpg
vans,./Train/vans/42.jpg
puma,./Train/puma/209.jpg
sbenu,./Train/sbenu/462.jpg
zeepseen,./Train/zeepseen/97f7b7175.jpg
adidas,./Train/adidas/550.jpg
reebok,./Train/reebok/550.jpg
newbalance,./Train/newbalance/165.jpg
sbenu,./Train/sbenu/373.jpg
adidas,./Train/adidas/499.jpg
zeepseen,./Train/zeepseen/images (12).jpg
sbenu,./Train/sbenu/653.jpg
puma,./Train/puma/491.jpg
newbalance,./Train/newbalance/229.jpg
reebok,./Train/reebok/479.jpg
puma,./Train/puma/14 (2).jpg
vans,./Train/vans/52.jpeg
puma,./Train/puma/48 (2).jpg
sbenu,./Train/sbenu/291.jpg
nike,./Train/nike/366.jpg
reebok,./Train/reebok/516.jpg
converse,./Train/converse/299.jpg
drmartens,./Train/drmartens/563.jpg
reebok,./Train/reebok/430.jpg
nike,./Train/nike/408.jpg
sbenu,./Train/sbenu/783.jpg
reebok,./Train/reebok/2 (5).jpg
nike,./Train/nike/148.jpg
nike,./Train/nike/245.jpg
nike,./Train/nike/388.jpg
vans,./Train/vans/28.jpg
newbalance,./Train/newbalance/224.jpg
drmartens,./Train/drmartens/84.jpeg
adidas,./Train/adidas/69.jpg
nike,./Train/nike/707.jpg
sbenu,./Train/sbenu/18 (2).jpg
barefoot,./Train/barefoot/348.jpg
puma,./Train/puma/592.jpg
sbenu,./Train/sbenu/559.jpg
newbalance,./Train/newbalance/93.jpg
vans,./Train/vans/1.jpg
newbalance,./Train/newbalance/67 (2).jpg
newbalance,./Train/newbalance/2 (2).jpg
puma,./Train/puma/590.jpg
drmartens,./Train/drmartens/413.jpeg
adidas,./Train/adidas/1 (5).jpg
puma,./Train/puma/372.jpg
vans,./Train/vans/7.jpg
drmartens,./Train/drmartens/360.jpg
reebok,./Train/reebok/2 (159).jpg
drmartens,./Train/drmartens/388.jpg
puma,./Train/puma/277.jpg
drmartens,./Train/drmartens/112.jpg
converse,./Train/converse/76643347_M_350.jpg
puma,./Train/puma/174.jpg
newbalance,./Train/newbalance/211.jpg
puma,./Train/puma/593.jpg
zeepseen,./Train/zeepseen/30 (2).jpg
drmartens,./Train/drmartens/8 (2).jpg
reebok,./Train/reebok/135.jpg
newbalance,./Train/newbalance/93 (2).jpg
lecoq,./Train/lecoq/132.jpg
vans,./Train/vans/211.jpg
vans,./Train/vans/168.jpg
converse,./Train/converse/1165414_a_320.jpg
adidas,./Train/adidas/1 (105).jpg
puma,./Train/puma/603.jpg
sbenu,./Train/sbenu/98.jpg
reebok,./Train/reebok/15.jpg
drmartens,./Train/drmartens/145.jpg
converse,./Train/converse/184.jpg
lecoq,./Train/lecoq/258.jpg
puma,./Train/puma/497.jpg
descente,./Train/descente/284.jpg
puma,./Train/puma/481.jpg
descente,./Train/descente/351811062.jpg
newbalance,./Train/newbalance/33.jpg
puma,./Train/puma/478.jpg
puma,./Train/puma/142.jpg
nike,./Train/nike/560.jpg
reebok,./Train/reebok/241.jpg
reebok,./Train/reebok/203.jpg
lecoq,./Train/lecoq/201.jpg
adidas,./Train/adidas/159.jpeg
puma,./Train/puma/243.jpg
reebok,./Train/reebok/95.jpg
vans,./Train/vans/209.jpg
adidas,./Train/adidas/1 (80).jpg
newbalance,./Train/newbalance/39.jpg
puma,./Train/puma/56.jpg
drmartens,./Train/drmartens/247.jpg
adidas,./Train/adidas/33.jpg
converse,./Train/converse/273.jpg
drmartens,./Train/drmartens/34.jpg
vans,./Train/vans/149.jpg
reebok,./Train/reebok/101.jpg
adidas,./Train/adidas/1 (178).jpg
nike,./Train/nike/450.jpg
reebok,./Train/reebok/584.jpg
zeepseen,./Train/zeepseen/8.jpg
nike,./Train/nike/727.jpg
adidas,./Train/adidas/242.jpg
reebok,./Train/reebok/287.jpg
puma,./Train/puma/459.jpg
newbalance,./Train/newbalance/92.jpg
vans,./Train/vans/312.jpg
barefoot,./Train/barefoot/224.jpg
barefoot,./Train/barefoot/188.jpg
newbalance,./Train/newbalance/338.jpg
adidas,./Train/adidas/565.jpg
reebok,./Train/reebok/2 (67).jpg
sbenu,./Train/sbenu/15.jpg
barefoot,./Train/barefoot/62.jpg
adidas,./Train/adidas/101.jpg
puma,./Train/puma/225.jpg
drmartens,./Train/drmartens/479.jpg
puma,./Train/puma/325.jpg
adidas,./Train/adidas/251.jpg
puma,./Train/puma/480.jpg
puma,./Train/puma/95.jpg
adidas,./Train/adidas/144.jpg
converse,./Train/converse/55.jpg
vans,./Train/vans/vans_14.jpg
reebok,./Train/reebok/2 (79).jpg
drmartens,./Train/drmartens/516.jpg
adidas,./Train/adidas/327.jpg
zeepseen,./Train/zeepseen/min001012.jpg
puma,./Train/puma/71.jpg
newbalance,./Train/newbalance/100.jpg
puma,./Train/puma/2 (2).jpg
converse,./Train/converse/237.jpg
vans,./Train/vans/394.jpg
reebok,./Train/reebok/83.jpg
adidas,./Train/adidas/373.jpg
reebok,./Train/reebok/629.jpg
puma,./Train/puma/498.jpg
vans,./Train/vans/189.jpg
vans,./Train/vans/210.jpg
converse,./Train/converse/64.jpg
barefoot,./Train/barefoot/30.jpg
adidas,./Train/adidas/1 (34).jpg
newbalance,./Train/newbalance/276.jpg
reebok,./Train/reebok/2 (28).jpg
nike,./Train/nike/656.jpg
crocs,./Train/crocs/97.jpg
puma,./Train/puma/537.jpg
reebok,./Train/reebok/330.jpg
barefoot,./Train/barefoot/378.jpg
nike,./Train/nike/362.jpg
reebok,./Train/reebok/2 (69).jpg
drmartens,./Train/drmartens/496.jpg
barefoot,./Train/barefoot/424.jpg
barefoot,./Train/barefoot/89 (2).jpg
descente,./Train/descente/fc511c965.jpg
newbalance,./Train/newbalance/74.jpg
adidas,./Train/adidas/498.jpg
barefoot,./Train/barefoot/78 (2).jpg
newbalance,./Train/newbalance/328.jpg
drmartens,./Train/drmartens/61.jpg
adidas,./Train/adidas/433.jpg
adidas,./Train/adidas/14.jpg
newbalance,./Train/newbalance/3 (2).jpg
barefoot,./Train/barefoot/60.jpg
adidas,./Train/adidas/17.jpg
zeepseen,./Train/zeepseen/3.jpg
puma,./Train/puma/247.jpg
reebok,./Train/reebok/2 (166).jpg
newbalance,./Train/newbalance/264.jpg
sbenu,./Train/sbenu/195.jpg
nike,./Train/nike/442.jpg
newbalance,./Train/newbalance/320.jpg
reebok,./Train/reebok/2 (71).jpg
vans,./Train/vans/247.jpg
puma,./Train/puma/390.jpg
converse,./Train/converse/65.jpg
drmartens,./Train/drmartens/161.jpg
drmartens,./Train/drmartens/45 (2).jpg
reebok,./Train/reebok/169.jpg
converse,./Train/converse/282.jpg
adidas,./Train/adidas/424.jpg
newbalance,./Train/newbalance/28.jpg
barefoot,./Train/barefoot/759.jpg
vans,./Train/vans/3.jpg
zeepseen,./Train/zeepseen/32 (2).jpg
adidas,./Train/adidas/29.jpg
sbenu,./Train/sbenu/264.jpg
adidas,./Train/adidas/305.jpg
drmartens,./Train/drmartens/28 (2).jpg
crocs,./Train/crocs/246.jpg
newbalance,./Train/newbalance/288.jpg
reebok,./Train/reebok/578.jpg
adidas,./Train/adidas/74.jpg
converse,./Train/converse/348.jpg
puma,./Train/puma/560.jpg
lecoq,./Train/lecoq/127.jpg
converse,./Train/converse/b0048222_476e6a9cbf5c5.jpg
puma,./Train/puma/494.jpg
adidas,./Train/adidas/511.jpg
reebok,./Train/reebok/569.jpg
puma,./Train/puma/90.jpg
adidas,./Train/adidas/254.jpg
puma,./Train/puma/184.jpg
reebok,./Train/reebok/216.jpg
reebok,./Train/reebok/229.jpg
zeepseen,./Train/zeepseen/00127035.jpg
reebok,./Train/reebok/561.jpg
crocs,./Train/crocs/30.jpg
puma,./Train/puma/293.jpg
reebok,./Train/reebok/21.jpg
descente,./Train/descente/da1e98745.jpg
newbalance,./Train/newbalance/310.jpg
drmartens,./Train/drmartens/105.jpg
reebok,./Train/reebok/350.jpg
vans,./Train/vans/253.jpeg
drmartens,./Train/drmartens/250.jpg
adidas,./Train/adidas/1 (102).jpg
adidas,./Train/adidas/540.jpg
lecoq,./Train/lecoq/268.jpg
adidas,./Train/adidas/572.jpg
newbalance,./Train/newbalance/114.jpg
nike,./Train/nike/352.jpg
nike,./Train/nike/435.jpg
reebok,./Train/reebok/2 (65).jpg
zeepseen,./Train/zeepseen/3 (2).jpg
barefoot,./Train/barefoot/106.jpg
reebok,./Train/reebok/510.jpg
drmartens,./Train/drmartens/0.jpg
barefoot,./Train/barefoot/753.jpg
nike,./Train/nike/33.jpg
newbalance,./Train/newbalance/79 (2).jpg
reebok,./Train/reebok/2 (146).jpg
lecoq,./Train/lecoq/278.jpeg
converse,./Train/converse/34.jpg
adidas,./Train/adidas/398.jpg
drmartens,./Train/drmartens/15 (2).jpg
vans,./Train/vans/140.jpg
vans,./Train/vans/vans_42.jpg
converse,./Train/converse/284.jpg
adidas,./Train/adidas/1 (49).jpg
lecoq,./Train/lecoq/171.jpg
puma,./Train/puma/635.jpeg
drmartens,./Train/drmartens/424.jpg
adidas,./Train/adidas/225.jpg
drmartens,./Train/drmartens/154.jpg
sbenu,./Train/sbenu/232.jpg
vans,./Train/vans/365.jpg
reebok,./Train/reebok/298.jpg
barefoot,./Train/barefoot/280.jpg
converse,./Train/converse/5.jpg
adidas,./Train/adidas/1 (157).jpg
sbenu,./Train/sbenu/799.jpg
adidas,./Train/adidas/86.jpg
zeepseen,./Train/zeepseen/Â¤½Å 20C ÀÌ´ë 5.jpg
vans,./Train/vans/221.jpg
crocs,./Train/crocs/23.jpg
converse,./Train/converse/518.jpg
lecoq,./Train/lecoq/89.jpg
vans,./Train/vans/385.jpg
drmartens,./Train/drmartens/14.jpg
nike,./Train/nike/501.jpg
drmartens,./Train/drmartens/432.jpg
adidas,./Train/adidas/65.jpg
reebok,./Train/reebok/5.jpg
crocs,./Train/crocs/15.jpg
sbenu,./Train/sbenu/346.jpg
vans,./Train/vans/454.jpg
puma,./Train/puma/211.jpg
lecoq,./Train/lecoq/242.jpg
adidas,./Train/adidas/271.jpg
drmartens,./Train/drmartens/153.jpg
puma,./Train/puma/317.jpg
converse,./Train/converse/59.jpg
adidas,./Train/adidas/76.jpg
puma,./Train/puma/412.jpg
adidas,./Train/adidas/513.jpg
barefoot,./Train/barefoot/92 (2).jpg
adidas,./Train/adidas/1 (111).jpg
vans,./Train/vans/392.jpg
puma,./Train/puma/191.jpg
sbenu,./Train/sbenu/86.jpg
reebok,./Train/reebok/534.jpg
vans,./Train/vans/234.jpg
descente,./Train/descente/6.jpg
nike,./Train/nike/443.jpg
lecoq,./Train/lecoq/22.jpg
reebok,./Train/reebok/2 (140).jpg
adidas,./Train/adidas/20.jpg
nike,./Train/nike/87.jpg
puma,./Train/puma/398.jpg
reebok,./Train/reebok/462.jpg
puma,./Train/puma/278.jpg
sbenu,./Train/sbenu/52 (2).jpg
vans,./Train/vans/314.jpg
sbenu,./Train/sbenu/562.jpg
converse,./Train/converse/179.jpg
reebok,./Train/reebok/518.jpg
converse,./Train/converse/495.jpg
reebok,./Train/reebok/2 (10).jpg
zeepseen,./Train/zeepseen/48.jpg
lecoq,./Train/lecoq/78.jpg
adidas,./Train/adidas/1 (163).jpg
